sample,mapped_reads,orf,sgRNA_count,coverage,sgRPTL,sgRPHT
V_GLA2_24_S25,237427,novel_704,1,458.0,2.1834061135371177,0.04211820896528196
V_GLA2_24_S25,237427,novel_3361,1,792.0,1.2626262626262625,0.04211820896528196
V_GLA2_24_S25,237427,novel_4579,1,389.0,2.570694087403599,0.04211820896528196
V_GLA2_24_S25,237427,novel_5785,2,394.0,5.0761421319796955,0.08423641793056393
V_GLA2_24_S25,237427,novel_7185,1,385.5,2.594033722438392,0.04211820896528196
V_GLA2_24_S25,237427,novel_8954,4,472.5,8.465608465608467,0.16847283586112785
V_GLA2_24_S25,237427,novel_9590,1,243.0,4.11522633744856,0.04211820896528196
V_GLA2_24_S25,237427,novel_9753,3,574.0,5.226480836236934,0.1263546268958459
V_GLA2_24_S25,237427,novel_12197,2,918.0,2.178649237472767,0.08423641793056393
V_GLA2_24_S25,237427,novel_12965,1,769.0,1.3003901170351104,0.04211820896528196
V_GLA2_24_S25,237427,novel_15776,3,275.0,10.909090909090908,0.1263546268958459
V_GLA2_48_S65,5735409,novel_493,3,4209.0,0.7127583749109052,0.005230664456536579
V_GLA2_48_S65,5735409,novel_704,4,3403.0,1.1754334410813987,0.0069742192753821045
V_GLA2_48_S65,5735409,novel_733,1,7438.5,0.1344357061235464,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_912,1,5449.5,0.1835030736764841,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_965,1,4398.0,0.22737608003638018,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_970,1,4229.0,0.23646252069047055,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_1012,1,6794.0,0.14718869590815425,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_1019,1,7086.0,0.14112334180073383,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_1661,1,3686.5,0.27126000271260003,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_1753,1,5615.0,0.17809439002671415,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_1791,2,5063.0,0.39502271380604387,0.0034871096376910523
V_GLA2_48_S65,5735409,novel_2291,7,5128.0,1.3650546021840873,0.012204883731918683
V_GLA2_48_S65,5735409,novel_2459,1,3957.0,0.25271670457417234,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_2793,10,3656.0,2.735229759299781,0.01743554818845526
V_GLA2_48_S65,5735409,novel_3359,4,3698.5,1.0815195349466,0.0069742192753821045
V_GLA2_48_S65,5735409,novel_3360,1,3642.5,0.27453671928620454,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_3361,11,3782.0,2.908514013749339,0.019179103007300788
V_GLA2_48_S65,5735409,novel_3362,3,3609.5,0.831140047097936,0.005230664456536579
V_GLA2_48_S65,5735409,novel_3368,1,4030.0,0.24813895781637715,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_3371,3,4167.0,0.7199424046076314,0.005230664456536579
V_GLA2_48_S65,5735409,novel_3459,1,7044.5,0.1419547164454539,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_3686,4,4164.5,0.9604994597190538,0.0069742192753821045
V_GLA2_48_S65,5735409,novel_3777,1,5765.0,0.17346053772766695,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_3801,1,5233.0,0.1910949742021785,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_3815,8,4330.0,1.8475750577367205,0.013948438550764209
V_GLA2_48_S65,5735409,novel_3817,1,4291.0,0.23304591004427871,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_3914,2,4362.0,0.4585052728106373,0.0034871096376910523
V_GLA2_48_S65,5735409,novel_3930,1,6459.0,0.15482272797646696,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_3931,2,6614.0,0.3023888720895071,0.0034871096376910523
V_GLA2_48_S65,5735409,novel_3957,1,3887.0,0.2572678157962439,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_4017,4,3782.5,1.0575016523463316,0.0069742192753821045
V_GLA2_48_S65,5735409,novel_4491,1,3551.0,0.28161081385525205,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_4570,1,3817.0,0.26198585276395076,0.0017435548188455261
V_GLA2_48_S65,5735409,novel_4579,9,3660.0,2.459016393442623,0.015691993369609736
